palavra,polaridade,tipo
vitalmente,1.1,
sinal vital,1.1,TERM
vitamina,1.2,
vitriolico,-2.1,
vivaz,1.8,
vociferante,-0.8,
vulnerabilidade,-0.6,
vulnerabilidade,-0.9,
vulneravel,-0.9,
Abutre,-2.0,
abutr,-1.3,
w00 t,2.2,
ir embora,-1.3,TERM
travessia,-0.7,
Wanker,-2.5,
querer,0.3,
guerra,-2.9,
warfar,-1.8,
caloroso,0.9,
de sangue quente,0.2,TERM
aquecer,1.1,
mais quente,1.2,TERM
aquecedor,1.0,
calor caloroso,2.7,TERM
aquecimento,0.6,
Warmish,1.4,
calorosamente,1.7,
calor,1.5,
belicista,-2.9,
belicismo,-2.5,
belicosiro,-2.8,
Warmouth,0.4,
warmouths,-0.8,
aquecer,1.1,
aquecer,0.4,
esquentar,0.8,
advertir,-0.4,
avisar,-1.1,
atencao,-1.4,
aviso,-1.2,
advertir,-0.4,
em guerra,-1.9,TERM
guerra,-2.6,
varsover,-0.1,
varrases,-0.2,
Warstle,0.1,
desperdicio,-1.8,
desperdicar,-2.2,
desperdicar,-1.7,
vacilante,-0.6,
enfraquecer,-1.8,
enfraquecir,-1.3,
debilitador,-1.6,
debilitador,-1.3,
enfraquecimento,-1.3,
enfraquecer,-1.3,
fraqueza,-1.9,
mais fraco,-2.3,TERM
pescoco,-0.2,
peixe fraco,-0.6,TERM
coracao fraco,-1.6,TERM
fraco,-1.4,
fracamente,-1.8,DECR
fraqueza,-1.5,
lado fraco,-1.1,TERM
arma,-1.2,
armar,-1.4,
desarmar,0.1,
armamento,-0.9,
arma,-1.9,
weeper,-1.9,
Weepers,-1.1,
weepie,-0.4,
mais chorar,-1.8,TERM
weepies,-1.6,
weepiest,-2.4,
weepy,-1.3,
esquisito,-0.7,
muito estranho,-0.5,TERM
mais estranho,-0.9,TERM
estranhice,-1.3,
estranhices,-1.0,
estranheza,-0.9,
bizonho,-1.8,
esquisitisses,-1.3,
Bizonhos,-1.1,
esquisito,-0.6,
esquisitisse,-0.9,
bem vinda,2.0,TERM
bem vir,1.4,TERM
bem-vindo,1.9,
anfitriao,1.4,
anfitrioes,1.9,
saudar,1.7,
acolhedor,1.9,
bem-dia,0.3,
bem-nascer,1.8,
welldoer,2.5,
Welldoers,1.6,
brotar,0.4,
bom cabeca,0.1,TERM
cabeca de poco,0.5,TERM
poco de poco,-0.1,TERM
wellies,0.4,
bem estar,1.9,TERM
poco,1.0,
local de o poco,0.5,TERM
fonte,1.5,
colmeia,1.4,
caprichoso,0.3,
lamentar,-1.5,
chorao,-1.2,
gemer,-1.8,
Whiney,-1.3,
cal,0.1,
prostituta,-3.3,
prostituicao,-2.1,
prostituicoes,-2.4,
bordel,-1.1,
bairro,-1.9,
Whoremaster,-1.9,
whoremaster,-1.5,
whoremonger,-2.6,
Whoreson,-2.2,
Whoresons,-2.5,
wickeder,-2.2,
mais perverso,-2.9,TERM
maliciar,-2.1,
malicio,-2.2,
viuva,-2.1,
disposicao,1.1,
ganhar,2.8,
possivel de vencer,1.8,TERM
vencer,1.8,
vencedor,2.8,
vencer,2.4,
de forma vencedor,2.3,TERM
ganhar,2.7,
sensato,2.1,
falar,-0.5,
saber,-0.6,
cara esperto,0.3,TERM
super inteligente,1.6,TERM
sabiamente,1.8,
pedante,-1.0,
pedante,-1.4,
iluminado,1.3,
mais sabio,2.1,TERM
mulher inteligente,1.3,TERM
desejo,0.6,
desejar,0.9,
bruxa,-1.5,
retirada,0.1,
ai,-1.8,
woebegone,-2.6,
woebegoneness,-1.1,
tristeza,-2.1,
aflicoes,-1.9,
woesome,-1.2,
maravilhosamente,2.9,
maravilhoso,2.9,
woo,2.1,
woohoo,2.3,
woot,1.8,
desgastar,-1.2,
preocupado,-1.2,
preocupadamente,-2.0,
preocupacao,-1.8,
preocupacoes,-1.7,
preocupantemente,-2.0,
Worrit,-2.1,
worrit,-1.2,
piorar,-2.3,
piorar,-1.9,
piora,-2.0,
worser,-2.0,
adorador,1.0,
adorador,0.9,
adoradamente,1.1,
de esanimo,-0.6,
adorar,1.6,
mau,-3.1,
digno,1.9,
uau,2.8,
maravilhar,2.6,
waving,2.5,
wows,2.0,
wowser,-1.1,
Wowsers,1.0,
irritado,-2.7,
detone,-1.9,
errar,-2.1,
injusticar,-1.9,
yay,2.4,
sim,1.2,
yeees,1.7,
jovem,1.3,
asqueroso,-1.8,
gostoso,2.4,
fanatico,-1.9,
zelote,-0.8,
zeloso,0.5,
$ :,-1.5,
% ),-0.4,
% - ),-1.5,
& - :,-0.4,
& :,-0.7,
( ' } { ' ),1.6,TERM
( %,-0.9,
( ' - :,2.2,
( ' :,2.3,
( (-:,2.1,
( *,1.1,
( -%,-0.7,
( - *,1.3,
(-:,1.6,
( -:0,2.8,
(-: <,-0.4,
( -:o,1.5,
( -:O,1.5,
(-: {,-0.1,
( -:| > *,1.9,
(-;,1.3,
( -;|,2.1,
( 8,2.6,
(:,2.2,
( :0,2.4,
(: <,-0.2,
( :o,2.5,
( :O,2.5,
(;,1.1,
(; <,0.3,
(=,2.2,
( ? :,2.1,
( ^ :,1.5,
( ^ ;,1.5,
( ^;0,2.0,
( ^;o,1.9,
(o:,1.6,
) ' :,-2.0,
) - ' :,-2.1,
)-:,-2.1,
)-: <,-2.2,
)-: {,-2.1,
):,-1.8,
): <,-1.9,
): {,-2.3,
) ; <,-2.6,
* ),0.6,
* - ),0.3,
* - :,2.1,
* - ;,2.4,
* :,1.9,
* < |:- ),1.6,
* \0/ *,2.3,
* ^ :,1.6,
", - :",1.2,
---'-;-{@,2.3,
--<--<@,2.2,
.- :,-1.2,
.. # # # - :,-1.7,
.. # # # :,-1.9,
/- :,-1.3,
/ :,-1.3,
/ : <,-1.4,
/=,-0.9,
/^ :,-1.0,
/o :,-1.4,
0-8,0.1,
0-|,-1.2,
0 :),1.9,
0:- ),1.4,
0:-3,1.5,
0:03,1.9,
0;^ ),1.6,
0_o,-0.3,
10q,2.1,
1337,2.1,
143,3.2,
1432,2.6,
14aa41,2.4,
182,-2.9,
187,-3.1,
2g2b4 g,2.8,
2g2bt,-0.1,
2qt,2.1,
3 :(,-2.2,
3 :),0.5,
3:- (,-2.3,
3:- ),-1.4,
4col,-2.2,
4q,-3.1,
5fs,1.5,
8),1.9,
8-d,1.7,
8-o,-0.3,
86,-1.6,
8d,2.9,
: # # # ..,-2.4,
: $,-0.2,
: &,-0.6,
:'(,-2.2,
:'),2.3,
:'-(,-2.4,
:'-),2.7,
:(,-1.9,
:),2.0,
:*,2.5,
: - # # # ..,-2.5,
: - &,-0.5,
:-(,-1.5,
:-),1.3,
:-)),2.8,
:-*,1.7,
": - ,",1.1,
: - .,-0.9,
:-/,-1.2,
: - <,-1.5,
: -d,2.3,
:-D,2.3,
:-o,0.1,
:-p,1.2,
: - [,-1.6,
: -\,-0.9,
: -c,-1.3,
:-|,-0.7,
: -||,-2.5,
: -Þ,0.9,
:/,-1.4,
:3,2.3,
: <,-2.1,
:>,2.1,
: ? ),1.3,
: ? c,-1.6,
: @,-2.5,
: d,2.3,
:D,2.3,
: l,-1.7,
:o,-0.4,
:p,1.0,
: s,-1.2,
: [,-2.0,
: \,-1.3,
:],2.2,
: ^ ),2.1,
: ^ *,2.6,
: ^/,-1.2,
: ^\,-1.0,
: ^|,-1.0,
: c,-2.1,
: c ),2.0,
:o),2.1,
: o/,-1.4,
: o\,-1.1,
: o|,-0.6,
:P,1.4,
: {,-1.9,
:|,-0.4,
:},2.1,
: Þ,1.1,
;),0.9,
;-),1.0,
; - *,2.2,
; - _,0.7,
; d,0.8,
;D,0.8,
; _,0.6,
; ^ ),1.4,
</3,-3.0,
<3,1.9,
< :,2.1,
< :-|,-1.4,
=),2.2,
= -3,2.0,
= -d,2.4,
= -D,2.4,
=/,-1.4,
=3,2.1,
= d,2.3,
=D,2.3,
= l,-1.2,
= \,-1.2,
=],1.6,
= p,1.3,
=|,-0.8,
> - :,-2.0,
>.<,-1.3,
> :,-2.1,
>:(,-2.7,
> :),0.4,
> :-(,-2.7,
> :-),-0.4,
> :/,-1.6,
>:o,-1.2,
> :p,1.0,
> : [,-2.1,
> : \,-1.7,
> ; (,-2.9,
> ;),0.1,
> _ > ^,2.1,
@ :,-2.1,
@>-->--,2.1,
@}-;-'---,2.2,
aas,2.5,
aayf,2.7,
afu,-2.9,
alol,2.8,
Ambw,2.9,
aml,3.4,
atab,-1.9,
awol,-1.3,
ayc,0.2,
ayorr,-1.2,
Aug-00,0.3,
bfd,-2.7,
bfe,-2.6,
bff,2.9,
bffn,1.0,
bl,2.3,
bsod,-2.2,
btd,-2.1,
btdt,-0.1,
bz,0.4,
B^d,2.6,
cwot,-2.3,
d- ' :,-2.5,
d8,-3.2,
d : <,-3.2,
d ;,-2.9,
doar,-2.3,
dx,-3.0,
ez,1.5,
fcol,-1.8,
ff,1.8,
ffs,-2.8,
fkm,-2.4,
foaf,1.8,
ftw,2.0,
fu,-3.7,
fubar,-3.0,
fwb,2.5,
fyi,0.8,
Fysa,0.4,
g1,1.4,
gg,1.2,
gga,1.7,
gigo,-0.6,
gj,2.0,
gl,1.3,
gla,2.5,
gn,1.2,
gr8,2.7,
grrr,-0.4,
gt,1.1,
h&k,2.3,
hagd,2.2,
Hagn,2.2,
hagor,1.2,
hak,1.9,
hand,2.2,
hho1/2k,1.4,
Hhoj,2.0,
hhok,0.9,
hugz,2.0,
hi5,1.9,
idk,-0.4,
ijs,0.7,
ilu,3.4,
iluaaf,2.7,
ily,3.4,
ily2,2.6,
iou,0.7,
iyq,2.3,
j / j,2.0,
j / k,1.6,
j / p,1.4,
j / t,-0.2,
j / w,1.0,
j4f,1.4,
J4 g,1.7,
jho,0.8,
Jhomf,1.0,
jj,1.0,
jk,0.9,
jp,0.8,
jt,0.9,
jw,1.6,
jealz,-1.2,
k4y,2.3,
kfy,2.3,
kia,-3.2,
kk,1.5,
kmuf,2.2,
l,2.0,
l&r,2.2,
laoj,1.3,
lmbao,1.8,
lmfao,2.5,
lmso,2.7,
lolz,2.7,
lts,1.6,
ly,2.6,
ly4e,2.7,
Lya,3.3,
lyb,3.0,
lyl,3.1,
lylab,2.7,
lyla,2.6,
lylb,1.6,
m8,1.4,
mia,-1.2,
mml,2.0,
mofo,-2.4,
mubar,-1.0,
Musm,0.9,
mwah,2.5,
n1,1.9,
nbd,1.3,
nbif,-0.5,
nfc,-2.7,
nfw,-2.4,
nh,2.2,
nimby,-0.8,
Nimjd,-0.7,
nimq,-0.2,
nimy,-1.4,
Nitl,-1.5,
nme,-2.1,
noyb,-0.7,
np,1.4,
ntmu,1.4,
o-8,-0.5,
o- :,-0.3,
O-|,-1.1,
O.o,-0.6,
o.O,-0.6,
o :,-0.2,
o :),1.5,
o:- ),2.0,
o:-3,2.2,
o:3,2.3,
o : <,-0.3,
o;^ ),1.6,
o_o,-0.5,
o_o,-0.5,
o_O,-0.5,
pita,-2.4,
pls,0.3,
plz,0.3,
pmbir,0.8,
pmfji,0.3,
pmji,0.7,
po,-2.6,
ptl,2.6,
pu,-1.1,
qq,-2.2,
qt,1.8,
r&r,2.4,
roflr,2.7,
roflmao,2.5,
rotfl,2.6,
Rotflmao,2.8,
rotflmfao,2.5,
rotflol,3.0,
rotgl,2.9,
rotglmao,1.8,
s :,-1.1,
sapfu,-1.1,
sete,2.8,
Sfete,2.7,
sgtm,2.4,
slap,0.6,
slaw,2.1,
Smh,-1.3,
Snafu,-2.5,
swak,2.3,
tgif,2.3,
thks,1.4,
thx,1.5,
vlw,1.5,
obg,1.5,
obgdo,1.5,
obgado,1.5,
tia,2.3,
tmi,-0.3,
tnx,1.1,
true,1.8,
tx,1.5,
txs,1.1,
ty,1.6,
tyvm,2.5,
urw,1.9,
vbg,2.1,
vbs,3.1,
vip,2.3,
vwd,2.6,
vwp,2.1,
wag,-0.2,
wd,2.7,
wilco,0.9,
wp,1.0,
wtf,-2.8,
Wtg,2.1,
wth,-2.4,
xd,2.7,
xlnt,3.0,
xoxo,3.0,
xoxozzz,2.3,
xp,1.2,
xqzt,1.6,
xtc,0.8,
yolo,1.1,
yoyo,0.4,
yvw,1.6,
yw,1.8,
ywia,2.5,
zzz,-1.2,
[ - ;,0.5,
[:,1.3,
[ ;,1.0,
[=,1.7,
\- :,-1.0,
\ :,-1.0,
\ : <,-1.7,
\=,-1.1,
\^ :,-1.3,
\o/,2.2,
\o :,-1.2,
_ - :,-2.1,
_ :,-1.6,
_ : <,-2.5,
^ < _ <,1.4,
^urs,-2.8,
ababelar,-0.8,
ababelar,-0.6,
abafadiço,-0.9,
Abafante,-1.0,
abafar,-0.8,
abaixo,-1.1,
abandonar,-0.9,
abarroar,-0.9,
abarrotar,-1.1,
abastar,1.1,
abastamento,1.3,
abastança,0.6,
abastardar,-1.3,
abastardamento,-0.9,
abastardar,-1.2,
abater,-1.1,
abdicar,-1.2,
abelhudice,-1.0,
abençoar,0.6,
aberrante,-0.8,
abespinhar,-1.1,
abespinhar,-0.9,
abismar,-0.6,
abismar,-1.2,
abismo,-0.8,
abjeção,-1.1,
abjectamente,-1.2,
abjecto,-0.8,
abjeto,-0.9,
abobar,-1.2,
abocanhar,-0.8,
abominação,-0.8,
abominar,-1.2,
abominador,-1.1,
abominavelmente,-0.8,
abominável,-1.2,
abominoso,-1.2,
aborrecedor,-1.0,
aborrecente,-1.1,
aborrecer,-0.8,
aborrecidamente,-0.8,
abrasador,0.6,
abreviar,0.8,
abrutalhar,-1.1,
abundância,0.9,
abusar,-0.8,
acabamento,1.2,
acabrunhar,-0.5,
acanhar,-0.9,
acaso,1.2,
acatar,0.6,
aceitação,0.6,
aceitável,0.8,
acerbo,-0.7,
acertar,0.5,
acetoso,-1.2,
achacar,-0.9,
achacar,-1.3,
achacoso,-0.7,
achaque,-0.6,
achavascar,-0.5,
achegar,1.2,
achincalhar,-1.2,
Acirrante,-0.8,
acirrar,-1.1,
acobardar,-1.0,
açodamento,-0.6,
açoitar,-0.9,
acolher,0.7,
acolhimento,1.1,
acometer,-1.1,
acometer,-1.2,
acomodar,0.9,
aconselhável,1.3,
acordar,0.6,
acor,-0.9,
acoroçoar,1.0,
acossar,-0.6,
acovardar,-0.6,
acre,-1.0,
acriminar,-0.5,
acrisolar,0.8,
activo,0.6,
actual,0.7,
açular,-0.8,
acusação,-0.8,
acutilar,-1.0,
adepto,0.8,
aderente,0.7,
adictício,-0.6,
adicto,-1.1,
adinamia,-1.0,
adinâmico,-0.7,
adminículo,1.0,
admiração,1.0,
admirável,1.0,
admoestante,-1.2,
admoestar,-0.6,
adoçar,1.1,
adoentar,-1.0,
adoração,1.0,
adorável,1.0,
adulteração,-0.8,
adulterar,-0.5,
adulterante,-1.0,
adulterar,-0.9,
adversão,-0.9,
adversário,-1.2,
afabilidade,0.9,
afadigar,-0.7,
afadigar,-0.9,
afagar,0.8,
afável,1.3,
afecção,-1.0,
afectar,0.6,
afectuosamente,0.8,
afectuoso,0.7,
afeição,0.5,
afeiçoar,0.7,
afirmação,1.3,
afirmativo,0.7,
aflição,-0.8,
afligir,-0.7,
aflitivo,-0.8,
aflito,-1.1,
afogo,-0.8,
afoitezar,0.7,
afoito,0.6,
Afouto,1.2,
afronto,-0.7,
afrontoso,-0.8,
afugentar,-1.3,
agastar,-1.2,
agastamento,-1.0,
agastar,-1.1,
agilidade,0.8,
ágil,0.9,
ágio,1.0,
agitação,-0.9,
agoniar,-0.6,
agradar,1.1,
agradável,1.1,
agradecer,0.9,
agrar,0.8,
agravar,-0.6,
agre,-1.1,
agressão,-1.1,
agreste,-1.2,
agro,-0.7,
agrura,-1.0,
água-com-açúcar,-0.5,
aguerrido,1.0,
airosidade,1.0,
airoso,0.8,
ajudar,0.7,
alabar,0.9,
alacridade,0.9,
alarde,-1.2,
alarer,-0.6,
albergar,1.2,
alcançar,0.6,
aldabrice,-0.7,
aldavrice,-0.8,
aldrabão,-1.3,
aldravão,-0.9,
aleivoso,-0.8,
alentar,1.1,
alentar,1.0,
alertar,0.6,
algazarra,-0.6,
alhear,-1.1,
alicerçar,0.7,
alienar,-0.5,
alígero,0.9,
alquebrar,-1.1,
alterar,-1.0,
altercador,-1.3,
altivo,-1.2,
alucinante,0.7,
alvoroçado,-1.1,
alvoroço,-1.1,
amabilidade,0.5,
amador,1.1,
amadurar,0.6,
amadurecer,0.7,
amaldiçoar,-0.8,
amalucar,-1.1,
amaneirado,-0.7,
amargor,-0.9,
amargoso,-1.2,
amargurar,-0.6,
Amaro,-1.2,
amar,1.2,
amavelmente,1.2,
amável,0.6,
ambição,1.1,
ambicionar,1.2,
ambíguo,-0.9,
ameaçar,-0.8,
ameaçadoramente,-1.3,
ameaçador,-0.8,
ameaçar,-1.0,
ameaçante,-1.1,
ameaçar,-1.3,
ameaçor,-1.2,
amedrontar,-1.2,
amenamente,0.9,
amenidade,0.8,
amenizar,1.1,
ameno,1.1,
amenoso,1.3,
amesquinhar,-0.5,
amigavelmente,0.6,
amigável,1.2,
amistosamente,1.1,
amistoso,1.1,
amofinar,-0.5,
amorável,0.7,
amotinação,-0.6,
Amotinar,-0.8,
amparar,0.8,
amplidão,1.2,
amplitude,0.6,
anacrônico,-0.8,
analfabeto,-0.8,
anarquia,-0.9,
anátema,-0.7,
anelar,0.9,
anelo,1.0,
anémico,-0.9,
angústiar,-0.6,
angustiar,-1.1,
animação,0.6,
animadoramente,1.2,
animadversão,-1.1,
animar,0.6,
ânimo,-0.7,
animoso,1.1,
aniquilar,-0.8,
anojadiço,-0.6,
anojar,-0.8,
anojador,-0.5,
anojamento,-0.5,
anojar,-0.6,
anómalo,-0.9,
anorexia,-0.7,
anormal,-0.8,
ânsiar,-0.8,
ansiar,-1.3,
anticlímax,-0.8,
anuência,1.3,
apaixonante,1.0,
apaixonar,0.8,
apalermar,-0.6,
apalermar,-0.9,
aparvalhar,-0.5,
aparvalhar,-0.6,
apatetar,-0.7,
apatetar,-0.9,
apático,-0.8,
apavorar,-0.9,
apego,1.0,
aperfeiçoar,1.0,
aperfeiçoador,0.5,
aperfeiçoamento,0.6,
aperfeiçoar,1.2,
apertar,-1.2,
aperto,-0.6,
apertura,-0.6,
apetecer,1.0,
apetecível,0.8,
apetente,0.5,
apetitoso,1.2,
apiedado,1.2,
apimentar,-0.7,
aplauso,1.1,
apodrecir,-0.9,
apoiante,0.6,
apoiar,1.2,
apoquentar,-0.6,
apoquentar,-1.2,
apoteótico,1.2,
aprazer,1.0,
aprazível,0.8,
apreço,1.3,
apreensivo,-1.1,
aprender,0.7,
aprimorar,1.1,
aprimoramento,1.1,
aprimorar,1.0,
apropriar,0.5,
aprovação,0.9,
aprovar,1.0,
aptidão,0.6,
apto,0.5,
apurar,0.9,
apurar,1.0,
aquietar,1.2,
aranzel,-0.6,
ardil,-0.8,
ardiloso,-1.1,
árduo,-0.7,
argúcia,0.7,
arguição,-0.7,
arguir,-1.0,
arguir,-0.6,
árido,-1.3,
arranjar,1.0,
arranjo,1.2,
arrasar,-1.0,
arrebatadoramente,0.9,
arrebatar,-1.2,
arrebato,-0.8,
arrebentar,-1.1,
arreliar,-1.3,
arremeter,-1.1,
arrimar,0.6,
arrojo,1.0,
arrumar,0.9,
arteiro,-1.3,
ascender,1.0,
asco,-1.1,
asfixiante,-1.1,
asilar,1.3,
asneira,-1.3,
asnice,-1.0,
asperamente,-1.0,
asperejar,-0.7,
Aspereza,-0.7,
áspero,-1.1,
aspirar,1.2,
asquerosamente,-0.9,
assacar,-1.2,
assaltante,-0.7,
assaltar,-1.1,
assassinar,-1.2,
assazonar,1.0,
assear,0.6,
assear,0.7,
asseio,1.3,
asselvajar,-0.7,
assentar,1.0,
asserção,0.7,
asseveração,1.1,
asseverar,1.2,
asseverativo,0.8,
assinar,1.2,
assoberbar,-1.3,
assolar,-0.9,
assombroso,1.3,
assustadiço,-0.7,
assustar,-1.0,
astúcia,0.5,
astucioso,1.0,
astuto,1.1,
atabalhoar,-0.5,
atacador,-0.9,
atacar,-0.7,
atar,-0.9,
atarantar,-0.9,
atarantar,-1.0,
atemorizar,-0.6,
atemorizar,-1.1,
atenção,1.3,
atento,1.0,
aterrar,-0.8,
aterrador,-0.8,
aterrar,-1.3,
atestar,-0.7,
atilar,1.1,
atingir,1.3,
atoardo,-1.1,
atordoamento,-0.9,
atormentar,-0.6,
atração,1.1,
atracção,0.6,
atractivo,0.6,
atraiçoar,-0.7,
atraiçoador,-0.9,
atraiçoar,-0.7,
atrair,1.0,
atrapalhação,-1.0,
atrapalhadamente,-0.9,
atrapalhar,-0.8,
atrapalhador,-0.6,
atrapalhar,-0.9,
atrativo,0.7,
atravancar,-1.0,
Atravanco,-1.0,
atrocidade,-0.7,
atrofiar,-1.1,
atroz,-1.0,
atulhar,-0.8,
audácia,0.6,
ausência,-1.2,
austeridade,-0.6,
autenticar,0.9,
autêntico,1.0,
autorização,1.1,
auxiliar,0.9,
avantesmo,-1.0,
avaro,-0.8,
avassalador,-1.1,
Avejão,-0.9,
aversão,-1.0,
avidez,-1.3,
avigorar,0.6,
aviltamento,-1.1,
aviltar,-1.3,
avinagrar,-0.7,
avir,1.1,
avivar,1.1,
axioma,1.2,
azarar,-1.1,
azar,-0.7,
azedo,-0.5,
azorragar,-0.6,
azucrinante,-1.0,
baboseira,-0.8,
bacano,1.0,
bagatela,-0.5,
baixar,-1.1,
balbúrdia,-1.1,
baldar,-1.1,
baldo,-1.0,
baldar,-0.8,
balela,-0.8,
bambo,-1.0,
banalidade,-1.1,
banzado,-0.6,
banzar,-0.6,
banzé,-0.8,
barafundar,-1.2,
baralhar,-1.2,
baralhar,-1.1,
barbaramente,-1.2,
barbaridade,-1.1,
bárbaro,-1.0,
barulhar,-1.3,
barulheiro,-0.8,
Barulheiro,-1.2,
barulhentamente,-0.8,
barulho,-0.9,
bater,-0.5,
batota,-0.5,
batotar,-0.9,
batotear,-0.9,
batoteiro,-1.3,
bazofiador,-0.5,
bêbado,-0.6,
beberr,-0.9,
belíssimo,0.7,
belzebu,-0.6,
bem-educado,0.5,
bem-humorado,0.5,
Bendito,0.5,
benefício,0.8,
benéfico,1.2,
benevolência,1.0,
benévolo,0.9,
benfeitor,1.1,
berrar,-0.6,
berreiro,-0.6,
berro,-0.7,
besto,-0.7,
bestar,-0.5,
bestial,-1.0,
best-seller,0.9,
betinho,-0.7,
beto,-0.8,
biltre,-1.0,
Birrar,-0.6,
bisbilhotar,-1.1,
Bisbilhoteiro,-1.1,
bisbórrio,-1.3,
blá-blá-blá,-0.7,
boato,-0.7,
bobagem,-0.9,
bobo,-0.7,
boçal,-1.0,
bófia,-0.9,
bom-humor,1.1,
bondoso,0.5,
borrachão,-1.1,
bosta,-1.0,
bradar,-1.0,
brar,-0.9,
brar,-1.0,
bravio,-1.0,
brevemente,1.2,
brevidade,1.2,
briga,-1.2,
brigão,-0.8,
brigar,-0.7,
brigoso,-0.8,
briguento,-0.6,
brilhâncio,0.8,
brilhantez,1.1,
brincalhão,0.5,
brincar,0.6,
briar,0.5,
bronco,-0.9,
brutamonte,-0.9,
bulha,-0.6,
bulhão,-0.7,
bulhar,-0.5,
buliçoso,-0.7,
bulimia,-1.1,
burlo,-1.2,
burlão,-0.7,
burlar,-0.9,
burlista,-1.0,
burrice,-0.6,
caçoar,-1.0,
cadavérico,-1.0,
cadeia,-1.2,
caduco,-0.6,
Cagarola,-0.7,
cair,-1.2,
cair,-0.8,
caimento,-0.6,
cair,-0.5,
calabouço,-1.0,
calamidade,-1.1,
cálido,0.8,
calinar,-1.0,
Calino,-0.8,
calmo,1.0,
caluniar,-0.8,
calva,-1.3,
calvície,-0.9,
calvo,-1.1,
campeão,1.0,
canalha,-1.1,
câncer,-1.1,
cancro,-0.7,
cândido,0.7,
candura,0.9,
cansaço,-1.2,
cansadamente,-0.7,
cansar,-1.1,
cansativamente,-0.9,
canseira,-1.1,
capacidade,0.7,
Capacíssímo,1.1,
capacitação,1.3,
capacitar,0.9,
capacitar,0.6,
capazmente,0.8,
cárcere,-0.7,
careca,-0.5,
carecente,-1.1,
carecer,-1.2,
carecer,-0.8,
carenciar,-0.7,
carência,-0.9,
carenciar,-1.1,
carestia,-1.3,
caridoso,1.2,
carisma,0.6,
carismático,1.0,
caritativo,1.1,
carrancudo,-0.7,
castigador,-0.8,
castigo,-1.0,
casto,0.6,
casualidade,1.1,
catástrofe,-0.9,
categoria,0.5,
cativante,0.9,
cativar,0.5,
caturrice,-0.8,
celebrar,1.1,
celerar,-1.1,
célere,0.9,
celeuma,-1.1,
censura,-0.9,
censuravelmente,-0.9,
censurável,-0.6,
cerração,-0.9,
certificar,0.8,
chacinar,-0.9,
chacota,-0.8,
chago,-1.0,
chalacear,-0.6,
chatice,-0.7,
chibantear,-1.3,
chibar,-0.8,
chicano,-0.6,
chinfrim,-1.2,
chocarrear,-1.0,
chocarrice,-0.8,
choramingar,-1.0,
chorar,-0.8,
Chufa,-0.8,
chui,-1.1,
chulo,-0.9,
chumbar,-0.8,
cilar,-1.1,
cimentar,0.6,
cintilação,1.2,
cintilante,0.5,
cintilar,0.7,
circunspeção,0.7,
circunspecção,0.5,
circunspecto,1.2,
circunspeto,0.7,
cisma,-0.5,
ciúme,-0.7,
civilizar,0.7,
clamar,-0.8,
claque,0.6,
clar,1.2,
claridade,0.5,
clemência,1.2,
clemente,0.8,
clichê,-0.9,
clímax,1.1,
coadjuvar,1.0,
cobardemente,-0.8,
cobarde,-1.0,
cobardia,-1.0,
cobardice,-1.1,
cobardolamente,-0.6,
cobardola,-1.2,
cobardola,-0.9,
cobiça,-1.3,
cobiçar,-1.3,
cobiçoso,-0.5,
coçar,-1.0,
coerente,1.1,
cólera,-0.8,
colérico,-1.2,
colmar,0.9,
colorir,1.2,
combaler,-0.8,
combalir,-0.7,
comedido,0.8,
comemorar,0.7,
cometer,-0.8,
cómico,0.8,
cômico,0.8,
cominador,-0.7,
comiseração,0.7,
comodamente,1.2,
comodidade,0.6,
cómodo,0.7,
comovedor,1.0,
comovente,0.5,
comover,1.2,
compadecer,1.2,
compaixão,-0.6,
companheirismo,0.9,
compatibilidade,0.6,
compativelmente,0.8,
compelir,-0.5,
compensação,1.0,
compensar,0.7,
complacência,1.0,
complexidade,-1.0,
complexo,-1.3,
complicação,-1.2,
complicadamente,-0.8,
complicador,-1.1,
complicar,-0.7,
comprazer,1.1,
comprazer,1.0,
comprazimento,0.5,
compreender,0.7,
compreensão,1.1,
compreensível,1.3,
compulsivo,-1.1,
compunção,-0.8,
compungir,-0.6,
conceituoso,0.8,
conciliação,0.9,
conciso,0.9,
concordar,1.3,
concórdiar,1.2,
condão,0.6,
condenação,-1.2,
condenável,-0.8,
condoir,0.6,
condolência,1.0,
confirmação,0.9,
confirmar,1.2,
conformidade,1.0,
confortar,1.0,
confusão,-0.8,
congraçamento,0.8,
congratulação,1.0,
congratular,0.9,
congruente,1.1,
conhecedor,1.0,
conquista,1.1,
conquistar,1.2,
conseguir,0.9,
consenso,0.6,
consentir,-1.1,
consertar,0.8,
consertar,0.6,
conservar,1.1,
consideração,0.9,
considerar,0.5,
consistente,0.6,
consolar,0.8,
consolidar,0.6,
consolo,0.9,
consonância,1.3,
conspurcar,-1.0,
constante,0.7,
consternação,-0.7,
consumar,1.2,
contagiar,-0.8,
contaminar,-1.0,
contaminante,-1.0,
contaminar,-1.1,
contendedor,-0.7,
contentar,1.1,
contingência,1.2,
contraditar,-1.2,
contrafação,-1.3,
contrafacção,-1.0,
contrafazer,-1.3,
contrafeito,-1.2,
contrariar,-0.9,
contrariedade,-1.0,
contratempo,-0.7,
contrição,-0.8,
contrito,-0.9,
conveniente,1.0,
convulsão,-0.9,
coração,0.8,
cordialmente,1.1,
cordial,1.0,
coroar,0.9,
correção,0.8,
correcção,0.5,
